,time,accx,accy,accz,gx,gy,gz,tetax,tetay,pressure
0,0.0,7872.0,-7524.0,-12232.0,-486.0,-208.0,-170.0,-144.3,-31.42,99916.34
1,0.01563572883605957,7864.0,-7268.0,-11448.0,101.0,108.0,209.0,-144.52,-31.33,99912.85
2,0.01563572883605957,8232.0,-6976.0,-12456.0,-29.0,141.0,74.0,-144.99,-31.24,99901.94
3,0.01563572883605957,8008.0,-7080.0,-12184.0,-250.0,62.0,-79.0,-145.38,-31.11,99898.39
4,0.01563572883605957,8008.0,-7312.0,-11804.0,-48.0,217.0,-16.0,-145.61,-31.04,99902.13
5,0.031258344650268555,8020.0,-7240.0,-12160.0,-62.0,149.0,59.0,-145.9,-30.93,99922.79
6,0.031258344650268555,7992.0,-7192.0,-12092.0,-126.0,49.0,79.0,-146.18,-30.82,99906.17
7,0.031258344650268555,8072.0,-7244.0,-11992.0,-112.0,98.0,-22.0,-146.41,-30.75,99908.83
8,0.031258344650268555,8024.0,-7220.0,-12128.0,-103.0,158.0,-33.0,-146.66,-30.67,99910.44
9,0.046881914138793945,7984.0,-7220.0,-12056.0,-79.0,70.0,68.0,-146.87,-30.57,99909.78
10,0.046881914138793945,7996.0,-7168.0,-11996.0,-100.0,84.0,37.0,-147.08,-30.5,99913.66
11,0.046881914138793945,8100.0,-7124.0,-12128.0,-108.0,93.0,12.0,-147.31,-30.45,99906.33
12,0.046881914138793945,8052.0,-7200.0,-12080.0,-79.0,155.0,-6.0,-147.49,-30.4,99907.67
13,0.046881914138793945,7920.0,-7208.0,-12064.0,-109.0,149.0,41.0,-147.67,-30.32,99917.74
14,0.06250524520874023,8028.0,-7156.0,-12080.0,-66.0,101.0,29.0,-147.83,-30.27,99926.71
15,0.06250524520874023,8076.0,-7224.0,-12040.0,-89.0,171.0,10.0,-147.98,-30.23,99919.75
16,0.06250524520874023,8036.0,-7232.0,-12056.0,-110.0,133.0,12.0,-148.11,-30.19,99899.41
17,0.06250524520874023,8024.0,-7172.0,-12088.0,-67.0,119.0,34.0,-148.25,-30.14,99910.86
18,0.06250524520874023,8028.0,-7216.0,-12056.0,-80.0,126.0,60.0,-148.36,-30.1,99916.71
19,0.07812833786010742,8084.0,-7200.0,-12016.0,-124.0,116.0,9.0,-148.48,-30.08,99920.07
20,0.07812833786010742,8020.0,-7220.0,-11996.0,-102.0,124.0,4.0,-148.57,-30.05,99922.92
21,0.07812833786010742,8040.0,-7224.0,-12048.0,-111.0,115.0,28.0,-148.67,-30.01,99929.1
22,0.07812833786010742,8048.0,-7212.0,-12040.0,-90.0,97.0,51.0,-148.75,-29.98,99906.54
23,0.07812833786010742,8100.0,-7168.0,-12056.0,-96.0,117.0,34.0,-148.85,-29.97,99906.06
24,0.07812833786010742,8000.0,-7116.0,-12068.0,-95.0,138.0,19.0,-148.95,-29.94,99908.24
25,0.07812833786010742,8004.0,-7208.0,-12076.0,-91.0,96.0,1.0,-149.03,-29.9,99910.03
26,0.07812833786010742,8104.0,-7204.0,-12100.0,-80.0,108.0,63.0,-149.1,-29.89,99909.46
27,0.09391641616821289,8040.0,-7288.0,-12088.0,-103.0,123.0,37.0,-149.15,-29.86,99891.96
28,0.09391641616821289,8036.0,-7272.0,-12060.0,-101.0,131.0,10.0,-149.19,-29.83,99908.74
29,0.09996771812438965,8016.0,-7200.0,-12032.0,-77.0,105.0,17.0,-149.25,-29.81,99908.21
30,0.09996771812438965,8036.0,-7176.0,-12040.0,-109.0,95.0,22.0,-149.3,-29.79,99906.82
31,0.09996771812438965,8040.0,-7224.0,-12100.0,-90.0,112.0,32.0,-149.35,-29.77,99909.75
32,0.09996771812438965,8088.0,-7184.0,-12060.0,-99.0,135.0,9.0,-149.4,-29.77,99919.32
33,0.09996771812438965,8072.0,-7308.0,-11984.0,-98.0,116.0,-1.0,-149.41,-29.77,99910.46
34,0.09996771812438965,7964.0,-7204.0,-12004.0,-80.0,106.0,13.0,-149.43,-29.74,99911.5
35,0.09996771812438965,8064.0,-7268.0,-12052.0,-99.0,127.0,32.0,-149.46,-29.73,99905.78
36,0.09996771812438965,8048.0,-7144.0,-12052.0,-108.0,132.0,7.0,-149.51,-29.73,99909.66
37,0.11563467979431152,8064.0,-7200.0,-12076.0,-90.0,104.0,8.0,-149.54,-29.72,99909.42
38,0.11563467979431152,8016.0,-7252.0,-12096.0,-97.0,148.0,14.0,-149.56,-29.7,99906.39
39,0.11563467979431152,8112.0,-7148.0,-12096.0,-82.0,96.0,30.0,-149.61,-29.7,99909.33
40,0.11563467979431152,8028.0,-7136.0,-12068.0,-113.0,146.0,28.0,-149.65,-29.7,99929.93
41,0.11563467979431152,8060.0,-7264.0,-12056.0,-89.0,117.0,22.0,-149.65,-29.69,99907.08
42,0.11563467979431152,8076.0,-7248.0,-12072.0,-96.0,121.0,49.0,-149.66,-29.69,99913.13
43,0.13126754760742188,8084.0,-7188.0,-11992.0,-87.0,122.0,22.0,-149.67,-29.7,99899.23
44,0.13126754760742188,8016.0,-7228.0,-12076.0,-82.0,137.0,35.0,-149.68,-29.69,99911.29
45,0.13126754760742188,8096.0,-7212.0,-12096.0,-88.0,138.0,10.0,-149.7,-29.69,99895.23
46,0.13126754760742188,8020.0,-7188.0,-12072.0,-102.0,120.0,36.0,-149.72,-29.68,99913.2
47,0.13126754760742188,7992.0,-7200.0,-12028.0,-92.0,131.0,26.0,-149.73,-29.67,99910.49
48,0.13126754760742188,8060.0,-7184.0,-12072.0,-101.0,100.0,9.0,-149.74,-29.67,99929.88
49,0.146956205368042,8044.0,-7256.0,-11996.0,-98.0,114.0,-6.0,-149.73,-29.66,99914.14
50,0.146956205368042,8020.0,-7236.0,-12112.0,-91.0,115.0,41.0,-149.74,-29.65,99915.35
51,0.146956205368042,8020.0,-7284.0,-12024.0,-92.0,99.0,27.0,-149.72,-29.64,99900.96
52,0.146956205368042,8096.0,-7240.0,-12032.0,-101.0,113.0,38.0,-149.71,-29.65,99909.74
53,0.146956205368042,8028.0,-7216.0,-12016.0,-106.0,112.0,36.0,-149.71,-29.64,99908.39
54,0.146956205368042,8028.0,-7276.0,-12048.0,-101.0,129.0,4.0,-149.7,-29.64,99906.39
55,0.146956205368042,8104.0,-7196.0,-12080.0,-109.0,124.0,27.0,-149.71,-29.65,99918.8
56,0.1625807285308838,7996.0,-7164.0,-12080.0,-108.0,132.0,41.0,-149.73,-29.64,99917.05
57,0.1625807285308838,8016.0,-7188.0,-12032.0,-93.0,120.0,43.0,-149.73,-29.64,99908.1
58,0.1625807285308838,8056.0,-7256.0,-12004.0,-101.0,121.0,43.0,-149.72,-29.64,99913.27
59,0.1625807285308838,8020.0,-7176.0,-12108.0,-84.0,121.0,18.0,-149.73,-29.63,99917.19
60,0.1625807285308838,8088.0,-7228.0,-11972.0,-115.0,119.0,23.0,-149.72,-29.65,99908.46
61,0.1625807285308838,8040.0,-7288.0,-12020.0,-100.0,127.0,24.0,-149.69,-29.65,99907.36
62,0.1625807285308838,8100.0,-7288.0,-12032.0,-90.0,92.0,45.0,-149.67,-29.65,99910.18
63,0.1625807285308838,8028.0,-7248.0,-12048.0,-99.0,117.0,31.0,-149.66,-29.65,99905.93
64,0.17817020416259766,8096.0,-7232.0,-12036.0,-87.0,138.0,45.0,-149.65,-29.66,99917.0
65,0.17817020416259766,8012.0,-7288.0,-12080.0,-106.0,107.0,32.0,-149.63,-29.65,99900.75
66,0.17817020416259766,8108.0,-7228.0,-12072.0,-91.0,119.0,33.0,-149.63,-29.66,99918.71
67,0.17817020416259766,8064.0,-7200.0,-12072.0,-93.0,111.0,31.0,-149.64,-29.66,99909.44
68,0.17817020416259766,8064.0,-7244.0,-12072.0,-104.0,115.0,52.0,-149.63,-29.66,99919.39
69,0.17817020416259766,8100.0,-7264.0,-12084.0,-102.0,116.0,39.0,-149.62,-29.67,99920.57
70,0.17817020416259766,8060.0,-7188.0,-12028.0,-89.0,103.0,23.0,-149.62,-29.67,99901.17
71,0.17817020416259766,8096.0,-7260.0,-12020.0,-93.0,109.0,13.0,-149.6,-29.68,99909.52
72,0.1938025951385498,8076.0,-7244.0,-12052.0,-92.0,96.0,15.0,-149.59,-29.68,99913.66
73,0.1938025951385498,8084.0,-7204.0,-11984.0,-110.0,130.0,12.0,-149.59,-29.7,99907.56
74,0.1938025951385498,8096.0,-7324.0,-12036.0,-89.0,138.0,30.0,-149.55,-29.71,99906.11
75,0.20038580894470215,8044.0,-7256.0,-12044.0,-88.0,124.0,27.0,-149.54,-29.71,99898.67
76,0.20038580894470215,8032.0,-7220.0,-12068.0,-106.0,132.0,15.0,-149.54,-29.7,99909.34
77,0.20038580894470215,8084.0,-7220.0,-12080.0,-103.0,139.0,37.0,-149.55,-29.71,99908.56
78,0.20038580894470215,8040.0,-7244.0,-12032.0,-103.0,114.0,37.0,-149.53,-29.71,99907.61
79,0.20038580894470215,8056.0,-7132.0,-12028.0,-98.0,115.0,27.0,-149.55,-29.71,99922.76
80,0.20038580894470215,8068.0,-7244.0,-12064.0,-103.0,101.0,13.0,-149.54,-29.71,99908.49
81,0.20038580894470215,8080.0,-7264.0,-11988.0,-79.0,144.0,50.0,-149.52,-29.73,99906.68
82,0.20038580894470215,8024.0,-7240.0,-12020.0,-111.0,92.0,16.0,-149.5,-29.72,99917.42
83,0.20038580894470215,8124.0,-7256.0,-12000.0,-105.0,131.0,37.0,-149.48,-29.74,99909.63
84,0.20038580894470215,8048.0,-7260.0,-12048.0,-80.0,114.0,33.0,-149.47,-29.74,99911.63
85,0.2160642147064209,8100.0,-7232.0,-12020.0,-101.0,116.0,35.0,-149.46,-29.75,99901.3
86,0.2160642147064209,8076.0,-7280.0,-12020.0,-60.0,114.0,34.0,-149.43,-29.75,99908.87
87,0.2160642147064209,8076.0,-7220.0,-12016.0,-93.0,113.0,7.0,-149.43,-29.76,99913.0
88,0.2160642147064209,8032.0,-7236.0,-12008.0,-85.0,123.0,18.0,-149.41,-29.76,99905.6
89,0.2160642147064209,8040.0,-7208.0,-12088.0,-96.0,123.0,27.0,-149.42,-29.75,99907.83
90,0.2160642147064209,8052.0,-7164.0,-12024.0,-102.0,126.0,32.0,-149.43,-29.76,99906.09
91,0.2160642147064209,8080.0,-7260.0,-12012.0,-92.0,102.0,24.0,-149.41,-29.76,99921.39
92,0.2160642147064209,8060.0,-7276.0,-12016.0,-104.0,116.0,30.0,-149.39,-29.76,99907.53
93,0.23178529739379883,8096.0,-7208.0,-11996.0,-99.0,125.0,17.0,-149.39,-29.78,99906.31
94,0.23178529739379883,8048.0,-7228.0,-12012.0,-77.0,124.0,14.0,-149.38,-29.78,99906.76
95,0.23178529739379883,8080.0,-7288.0,-12004.0,-99.0,125.0,11.0,-149.35,-29.78,99910.16
96,0.23178529739379883,8080.0,-7232.0,-12148.0,-103.0,116.0,23.0,-149.37,-29.77,99903.02
97,0.23178529739379883,8116.0,-7224.0,-12052.0,-110.0,104.0,20.0,-149.37,-29.78,99905.1
98,0.23178529739379883,8060.0,-7268.0,-12044.0,-98.0,96.0,4.0,-149.36,-29.78,99905.89
99,0.23178529739379883,8040.0,-7236.0,-12072.0,-110.0,100.0,13.0,-149.36,-29.77,99907.33
100,0.23178529739379883,8068.0,-7244.0,-12024.0,-97.0,100.0,6.0,-149.35,-29.77,99918.55
101,0.24730801582336426,8020.0,-7224.0,-12072.0,-92.0,121.0,19.0,-149.35,-29.76,99907.14
102,0.24730801582336426,8060.0,-7200.0,-12088.0,-86.0,147.0,23.0,-149.36,-29.76,99925.51
103,0.24730801582336426,8072.0,-7276.0,-12056.0,-96.0,97.0,12.0,-149.34,-29.76,99905.39
104,0.24730801582336426,8104.0,-7224.0,-12056.0,-93.0,148.0,24.0,-149.34,-29.77,99908.22
105,0.24730801582336426,8072.0,-7268.0,-12064.0,-103.0,113.0,31.0,-149.33,-29.77,99909.29
106,0.24730801582336426,8080.0,-7232.0,-12012.0,-132.0,113.0,20.0,-149.33,-29.78,99908.24
107,0.24730801582336426,8112.0,-7176.0,-11972.0,-89.0,94.0,9.0,-149.32,-29.8,99906.13
108,0.24730801582336426,8068.0,-7196.0,-12024.0,-93.0,96.0,19.0,-149.32,-29.8,99910.71
109,0.24730801582336426,8048.0,-7188.0,-12112.0,-81.0,100.0,34.0,-149.34,-29.79,99910.75
110,0.2629227638244629,8040.0,-7220.0,-12028.0,-96.0,122.0,48.0,-149.33,-29.79,99908.6
111,0.2629227638244629,8128.0,-7208.0,-12052.0,-107.0,121.0,41.0,-149.34,-29.81,99909.99
112,0.2629227638244629,8120.0,-7244.0,-12040.0,-100.0,130.0,29.0,-149.33,-29.82,99907.45
113,0.2629227638244629,8100.0,-7232.0,-12016.0,-85.0,109.0,-5.0,-149.31,-29.83,99908.35
114,0.2629227638244629,8060.0,-7200.0,-11996.0,-104.0,140.0,11.0,-149.31,-29.84,99905.03
115,0.2629227638244629,8120.0,-7248.0,-12072.0,-87.0,133.0,29.0,-149.3,-29.85,99907.5
116,0.2629227638244629,8052.0,-7216.0,-12028.0,-99.0,132.0,35.0,-149.3,-29.85,99910.4
117,0.2629227638244629,8064.0,-7200.0,-11984.0,-107.0,118.0,33.0,-149.29,-29.85,99908.95
118,0.27863001823425293,8040.0,-7160.0,-12016.0,-104.0,99.0,36.0,-149.3,-29.85,99907.6
119,0.27863001823425293,8004.0,-7312.0,-11996.0,-85.0,112.0,17.0,-149.27,-29.83,99909.13
120,0.27863001823425293,8132.0,-7152.0,-12004.0,-87.0,107.0,24.0,-149.28,-29.86,99904.97
121,0.27863001823425293,8084.0,-7244.0,-12020.0,-122.0,106.0,9.0,-149.27,-29.86,99919.4
122,0.27863001823425293,8020.0,-7164.0,-12000.0,-102.0,103.0,27.0,-149.27,-29.85,99905.26
123,0.27863001823425293,8116.0,-7216.0,-11972.0,-77.0,124.0,42.0,-149.26,-29.87,99916.24
124,0.27863001823425293,8056.0,-7192.0,-12032.0,-97.0,134.0,29.0,-149.26,-29.87,99904.24
125,0.27863001823425293,8096.0,-7196.0,-12040.0,-103.0,102.0,18.0,-149.27,-29.88,99905.39
126,0.29424047470092773,8060.0,-7252.0,-12060.0,-93.0,104.0,5.0,-149.26,-29.87,99907.05
127,0.29424047470092773,8072.0,-7280.0,-12032.0,-108.0,106.0,13.0,-149.24,-29.86,99908.5
128,0.29424047470092773,8060.0,-7216.0,-12068.0,-90.0,117.0,20.0,-149.24,-29.86,99906.11
129,0.30030155181884766,8104.0,-7224.0,-11964.0,-99.0,130.0,29.0,-149.23,-29.88,99907.18
130,0.30030155181884766,8104.0,-7184.0,-12004.0,-129.0,114.0,33.0,-149.23,-29.89,99906.21
131,0.30030155181884766,7988.0,-7176.0,-12084.0,-116.0,116.0,24.0,-149.25,-29.87,99908.56
132,0.30030155181884766,8092.0,-7232.0,-11992.0,-108.0,98.0,38.0,-149.24,-29.87,99906.63
133,0.30030155181884766,8088.0,-7244.0,-11988.0,-107.0,120.0,26.0,-149.22,-29.88,99905.67
134,0.30030155181884766,8092.0,-7272.0,-11992.0,-111.0,116.0,17.0,-149.2,-29.89,99908.1
135,0.30030155181884766,8096.0,-7192.0,-12112.0,-92.0,122.0,49.0,-149.22,-29.89,99905.56
136,0.30030155181884766,8116.0,-7180.0,-12000.0,-95.0,94.0,33.0,-149.22,-29.9,99907.54
137,0.30030155181884766,8108.0,-7232.0,-12004.0,-90.0,131.0,-22.0,-149.21,-29.91,99906.06
