,time,accx,accy,accz,gx,gy,gz,tetax,tetay,pressure
0,0.0,8060.0,-8644.0,-8920.0,391.0,148.0,481.0,-139.31,-32.57,99647.92
1,0.0,9100.0,-8144.0,-11700.0,523.0,273.0,511.0,-139.65,-32.6,99636.49
2,0.0,9268.0,-8008.0,-11628.0,-244.0,-129.0,34.0,-140.09,-32.64,99633.32
3,0.0,8776.0,-8120.0,-10088.0,-376.0,413.0,-417.0,-140.21,-32.79,99650.69
4,0.0,8528.0,-8620.0,-11024.0,61.0,350.0,-66.0,-140.33,-32.73,99641.61
5,0.0,8464.0,-8472.0,-11236.0,32.0,-147.0,324.0,-140.52,-32.59,99644.23
6,0.0,8952.0,-8076.0,-10672.0,-50.0,-38.0,314.0,-140.7,-32.67,99639.75
7,0.0,9040.0,-7908.0,-10840.0,-95.0,293.0,-112.0,-140.95,-32.79,99633.71
8,0.015676021575927734,8500.0,-8328.0,-10956.0,-247.0,364.0,-289.0,-141.12,-32.76,99630.15
9,0.015676021575927734,8400.0,-8588.0,-10892.0,-86.0,93.0,130.0,-141.19,-32.65,99647.53
10,0.015676021575927734,8596.0,-8300.0,-10864.0,-21.0,-76.0,277.0,-141.3,-32.61,99638.35
11,0.015676021575927734,8908.0,-8084.0,-10800.0,-25.0,98.0,100.0,-141.46,-32.67,99628.14
12,0.015676021575927734,8832.0,-8036.0,-10904.0,-128.0,206.0,-95.0,-141.64,-32.72,99638.56
13,0.015676021575927734,8648.0,-8460.0,-10852.0,-186.0,168.0,-120.0,-141.71,-32.7,99625.53
14,0.015676021575927734,8620.0,-8420.0,-10848.0,-12.0,82.0,132.0,-141.77,-32.67,99635.79
15,0.015676021575927734,8768.0,-8192.0,-10896.0,-41.0,58.0,167.0,-141.88,-32.67,99631.5
16,0.015676021575927734,8832.0,-8120.0,-10876.0,-82.0,146.0,29.0,-142.01,-32.71,99653.68
17,0.031215429306030273,8712.0,-8228.0,-10868.0,-137.0,178.0,-113.0,-142.11,-32.72,99633.36
18,0.031215429306030273,8560.0,-8392.0,-10864.0,-114.0,150.0,-51.0,-142.16,-32.68,99609.03
19,0.031215429306030273,8708.0,-8296.0,-10892.0,-9.0,77.0,138.0,-142.22,-32.67,99646.28
20,0.03783726692199707,8836.0,-8232.0,-10876.0,-45.0,83.0,120.0,-142.3,-32.69,99611.42
21,0.03783726692199707,8800.0,-8224.0,-10804.0,-90.0,174.0,-18.0,-142.36,-32.73,99637.6
22,0.03783726692199707,8728.0,-8332.0,-10928.0,-130.0,167.0,-93.0,-142.42,-32.72,99643.65
23,0.03783726692199707,8624.0,-8292.0,-10856.0,-76.0,118.0,34.0,-142.47,-32.7,99640.77
24,0.03783726692199707,8708.0,-8284.0,-10900.0,-39.0,61.0,149.0,-142.52,-32.68,99622.78
25,0.03783726692199707,8840.0,-8196.0,-10840.0,-104.0,127.0,18.0,-142.59,-32.72,99634.68
26,0.03783726692199707,8824.0,-8312.0,-10776.0,-120.0,183.0,-86.0,-142.61,-32.75,99641.68
27,0.03783726692199707,8704.0,-8312.0,-10868.0,-98.0,164.0,1.0,-142.64,-32.75,99646.59
28,0.03783726692199707,8672.0,-8304.0,-10884.0,-69.0,95.0,124.0,-142.68,-32.73,99624.15
29,0.03783726692199707,8736.0,-8236.0,-10832.0,-14.0,83.0,103.0,-142.71,-32.73,99647.87
30,0.0535888671875,8856.0,-8208.0,-10836.0,-71.0,167.0,-5.0,-142.75,-32.77,99626.1
31,0.0535888671875,8792.0,-8280.0,-10904.0,-99.0,157.0,-24.0,-142.79,-32.78,99620.89
32,0.0535888671875,8752.0,-8380.0,-10824.0,-65.0,121.0,46.0,-142.78,-32.77,99624.28
33,0.0535888671875,8752.0,-8332.0,-10860.0,-45.0,87.0,55.0,-142.79,-32.77,99625.89
34,0.0535888671875,8824.0,-8224.0,-10888.0,-62.0,126.0,31.0,-142.83,-32.78,99624.71
35,0.0535888671875,8736.0,-8308.0,-10840.0,-101.0,150.0,-23.0,-142.85,-32.78,99633.97
36,0.0535888671875,8684.0,-8280.0,-10852.0,-80.0,138.0,32.0,-142.87,-32.77,99631.27
37,0.0535888671875,8724.0,-8312.0,-10808.0,-80.0,92.0,85.0,-142.87,-32.77,99636.79
38,0.06921672821044922,8736.0,-8288.0,-10876.0,-46.0,105.0,62.0,-142.88,-32.76,99624.62
39,0.06921672821044922,8772.0,-8180.0,-10860.0,-122.0,138.0,-13.0,-142.93,-32.77,99649.39
40,0.06921672821044922,8720.0,-8360.0,-10804.0,-50.0,145.0,-42.0,-142.91,-32.77,99628.78
41,0.06921672821044922,8784.0,-8356.0,-10868.0,-49.0,105.0,10.0,-142.9,-32.77,99619.28
42,0.06921672821044922,8724.0,-8216.0,-10812.0,-74.0,100.0,34.0,-142.93,-32.77,99640.21
43,0.06921672821044922,8740.0,-8212.0,-10824.0,-74.0,138.0,29.0,-142.95,-32.78,99649.62
44,0.06921672821044922,8716.0,-8308.0,-10820.0,-61.0,138.0,8.0,-142.94,-32.77,99637.32
45,0.06921672821044922,8700.0,-8376.0,-10812.0,-134.0,138.0,7.0,-142.93,-32.76,99649.22
46,0.06921672821044922,8712.0,-8312.0,-10844.0,-52.0,106.0,20.0,-142.92,-32.75,99650.1
47,0.06921672821044922,8800.0,-8336.0,-10820.0,-74.0,105.0,63.0,-142.91,-32.76,99660.64
48,0.06921672821044922,8772.0,-8308.0,-10820.0,-74.0,111.0,11.0,-142.91,-32.76,99634.73
49,0.08475971221923828,8840.0,-8288.0,-10824.0,-85.0,118.0,0.0,-142.92,-32.78,99636.45
50,0.08475971221923828,8700.0,-8324.0,-10904.0,-100.0,135.0,29.0,-142.93,-32.76,99639.04
51,0.08475971221923828,8720.0,-8364.0,-10820.0,-73.0,109.0,24.0,-142.91,-32.75,99645.82
52,0.08475971221923828,8796.0,-8264.0,-10816.0,-90.0,136.0,40.0,-142.91,-32.77,99645.74
53,0.08475971221923828,8784.0,-8320.0,-10828.0,-106.0,139.0,20.0,-142.91,-32.78,99642.02
54,0.10034847259521484,8692.0,-8336.0,-10812.0,-72.0,112.0,6.0,-142.9,-32.76,99624.14
55,0.10034847259521484,8720.0,-8292.0,-10844.0,-74.0,123.0,52.0,-142.9,-32.75,99636.37
56,0.10034847259521484,8796.0,-8324.0,-10816.0,-96.0,102.0,32.0,-142.89,-32.76,99650.75
57,0.10034847259521484,8760.0,-8284.0,-10808.0,-74.0,132.0,35.0,-142.89,-32.77,99642.79
58,0.10034847259521484,8756.0,-8272.0,-10840.0,-104.0,122.0,24.0,-142.9,-32.77,99639.52
59,0.11596941947937012,8768.0,-8288.0,-10800.0,-82.0,116.0,35.0,-142.9,-32.78,99633.85
60,0.11596941947937012,8680.0,-8304.0,-10776.0,-71.0,127.0,26.0,-142.88,-32.77,99647.76
61,0.11596941947937012,8676.0,-8212.0,-10840.0,-85.0,108.0,47.0,-142.9,-32.75,99647.57
62,0.11596941947937012,8676.0,-8264.0,-10792.0,-62.0,98.0,5.0,-142.9,-32.74,99641.09
63,0.13159489631652832,8716.0,-8252.0,-10820.0,-87.0,118.0,25.0,-142.91,-32.74,99637.71
64,0.13159489631652832,8720.0,-8324.0,-10836.0,-90.0,108.0,12.0,-142.9,-32.73,99641.23
65,0.13159489631652832,8768.0,-8284.0,-10812.0,-85.0,106.0,21.0,-142.89,-32.74,99657.14
66,0.13159489631652832,8832.0,-8296.0,-10804.0,-62.0,86.0,38.0,-142.88,-32.75,99650.25
67,0.1381080150604248,8800.0,-8316.0,-10804.0,-79.0,130.0,18.0,-142.87,-32.77,99621.52
68,0.1381080150604248,8712.0,-8364.0,-10836.0,-103.0,116.0,7.0,-142.86,-32.75,99634.67
69,0.1381080150604248,8716.0,-8248.0,-10812.0,-100.0,104.0,4.0,-142.87,-32.75,99640.44
70,0.1381080150604248,8752.0,-8320.0,-10764.0,-85.0,95.0,16.0,-142.85,-32.75,99648.23
71,0.1381080150604248,8812.0,-8288.0,-10800.0,-86.0,99.0,8.0,-142.84,-32.76,99651.21
72,0.1381080150604248,8740.0,-8284.0,-10752.0,-87.0,129.0,15.0,-142.83,-32.77,99657.25
73,0.1381080150604248,8728.0,-8332.0,-10804.0,-62.0,112.0,33.0,-142.81,-32.76,99613.3
74,0.1381080150604248,8748.0,-8272.0,-10832.0,-90.0,128.0,54.0,-142.82,-32.76,99628.46
75,0.1381080150604248,8712.0,-8328.0,-10848.0,-124.0,148.0,11.0,-142.82,-32.75,99625.92
76,0.1381080150604248,8744.0,-8268.0,-10848.0,-77.0,112.0,5.0,-142.82,-32.75,99609.25
77,0.1381080150604248,8732.0,-8320.0,-10844.0,-80.0,107.0,30.0,-142.82,-32.74,99627.11
78,0.15373945236206055,8784.0,-8336.0,-10784.0,-95.0,116.0,27.0,-142.8,-32.75,99643.83
79,0.15373945236206055,8736.0,-8320.0,-10784.0,-53.0,110.0,44.0,-142.78,-32.75,99589.61
80,0.15373945236206055,8704.0,-8316.0,-10828.0,-101.0,103.0,17.0,-142.78,-32.73,99645.6
81,0.15373945236206055,8780.0,-8304.0,-10780.0,-93.0,128.0,46.0,-142.76,-32.75,99639.53
82,0.15373945236206055,8700.0,-8368.0,-10796.0,-97.0,100.0,24.0,-142.74,-32.73,99636.86
83,0.15373945236206055,8800.0,-8308.0,-10756.0,-93.0,106.0,23.0,-142.73,-32.74,99631.52
84,0.15373945236206055,8752.0,-8300.0,-10800.0,-111.0,137.0,15.0,-142.73,-32.75,99644.87
85,0.15373945236206055,8748.0,-8360.0,-10816.0,-78.0,139.0,23.0,-142.71,-32.75,99634.69
86,0.15373945236206055,8848.0,-8264.0,-10844.0,-85.0,118.0,40.0,-142.72,-32.77,99619.39
87,0.16936159133911133,8688.0,-8364.0,-10776.0,-75.0,128.0,41.0,-142.7,-32.75,99635.71
88,0.16936159133911133,8748.0,-8332.0,-10872.0,-86.0,127.0,15.0,-142.7,-32.74,99629.75
89,0.16936159133911133,8732.0,-8280.0,-10796.0,-96.0,119.0,31.0,-142.7,-32.74,99633.3
90,0.16936159133911133,8732.0,-8352.0,-10840.0,-84.0,126.0,31.0,-142.69,-32.73,99638.24
91,0.16936159133911133,8744.0,-8308.0,-10828.0,-80.0,147.0,48.0,-142.69,-32.74,99639.84
92,0.16936159133911133,8796.0,-8316.0,-10712.0,-80.0,112.0,22.0,-142.66,-32.75,99645.09
93,0.16936159133911133,8764.0,-8340.0,-10780.0,-97.0,118.0,17.0,-142.65,-32.76,99635.84
94,0.16936159133911133,8816.0,-8308.0,-10744.0,-96.0,106.0,10.0,-142.64,-32.78,99647.89
95,0.16936159133911133,8816.0,-8272.0,-10876.0,-85.0,106.0,31.0,-142.66,-32.78,99631.84
96,0.16936159133911133,8688.0,-8308.0,-10768.0,-73.0,118.0,17.0,-142.64,-32.77,99623.43
97,0.16936159133911133,8740.0,-8288.0,-10812.0,-100.0,106.0,14.0,-142.65,-32.77,99630.48
98,0.18498659133911133,8796.0,-8268.0,-10792.0,-114.0,151.0,22.0,-142.66,-32.78,99640.81
99,0.18498659133911133,8728.0,-8280.0,-10768.0,-84.0,88.0,36.0,-142.65,-32.78,99635.41
100,0.18498659133911133,8772.0,-8356.0,-10756.0,-84.0,118.0,18.0,-142.63,-32.78,99635.69
101,0.18498659133911133,8700.0,-8324.0,-10756.0,-73.0,129.0,44.0,-142.61,-32.77,99654.42
102,0.18498659133911133,8772.0,-8276.0,-10812.0,-66.0,100.0,38.0,-142.61,-32.78,99666.59
103,0.18498659133911133,8716.0,-8312.0,-10756.0,-117.0,114.0,36.0,-142.61,-32.77,99635.86
104,0.18498659133911133,8772.0,-8272.0,-10832.0,-87.0,104.0,33.0,-142.62,-32.77,99647.89
105,0.18498659133911133,8752.0,-8252.0,-10768.0,-52.0,106.0,12.0,-142.62,-32.78,99659.7
106,0.18498659133911133,8792.0,-8332.0,-10780.0,-69.0,129.0,25.0,-142.6,-32.79,99649.53
107,0.20061087608337402,8704.0,-8320.0,-10852.0,-86.0,108.0,30.0,-142.61,-32.77,99642.69
108,0.20061087608337402,8732.0,-8304.0,-10828.0,-103.0,125.0,53.0,-142.61,-32.76,99627.42
109,0.20061087608337402,8716.0,-8304.0,-10780.0,-78.0,124.0,40.0,-142.6,-32.76,99634.17
110,0.20061087608337402,8772.0,-8336.0,-10748.0,-83.0,128.0,24.0,-142.58,-32.76,99640.58
111,0.20061087608337402,8704.0,-8252.0,-10828.0,-87.0,109.0,24.0,-142.6,-32.75,99613.08
112,0.20061087608337402,8776.0,-8336.0,-10824.0,-105.0,132.0,29.0,-142.6,-32.75,99640.62
113,0.20061087608337402,8760.0,-8332.0,-10780.0,-64.0,112.0,27.0,-142.58,-32.76,99639.89
114,0.20061087608337402,8740.0,-8372.0,-10716.0,-107.0,94.0,5.0,-142.55,-32.75,99633.43
115,0.20061087608337402,8768.0,-8316.0,-10816.0,-88.0,118.0,13.0,-142.55,-32.75,99646.3
116,0.20061087608337402,8760.0,-8372.0,-10752.0,-64.0,120.0,35.0,-142.52,-32.76,99656.92
117,0.20061087608337402,8780.0,-8280.0,-10872.0,-105.0,127.0,30.0,-142.54,-32.76,99634.35
118,0.2162337303161621,8692.0,-8292.0,-10772.0,-65.0,141.0,5.0,-142.54,-32.75,99643.32
119,0.2162337303161621,8784.0,-8340.0,-10812.0,-105.0,135.0,-3.0,-142.53,-32.75,99629.9
120,0.2162337303161621,8760.0,-8320.0,-10764.0,-112.0,106.0,21.0,-142.53,-32.76,99643.75
121,0.2162337303161621,8740.0,-8276.0,-10780.0,-104.0,96.0,31.0,-142.53,-32.76,99654.42
122,0.2162337303161621,8772.0,-8304.0,-10748.0,-89.0,130.0,-14.0,-142.52,-32.77,99619.44
123,0.2162337303161621,8724.0,-8352.0,-10820.0,-87.0,102.0,-9.0,-142.52,-32.75,99633.32
124,0.2162337303161621,8776.0,-8328.0,-10756.0,-80.0,137.0,26.0,-142.5,-32.76,99635.3
125,0.2162337303161621,8760.0,-8388.0,-10744.0,-99.0,103.0,2.0,-142.48,-32.76,99618.0
126,0.2162337303161621,8784.0,-8288.0,-10820.0,-113.0,127.0,19.0,-142.49,-32.77,99638.21
127,0.2318556308746338,8764.0,-8316.0,-10780.0,-70.0,108.0,27.0,-142.48,-32.77,99632.24
128,0.2318556308746338,8776.0,-8296.0,-10824.0,-121.0,101.0,17.0,-142.5,-32.77,99634.0
129,0.2318556308746338,8748.0,-8336.0,-10780.0,-66.0,127.0,-3.0,-142.48,-32.76,99635.11
130,0.23836851119995117,8752.0,-8336.0,-10800.0,-66.0,116.0,10.0,-142.48,-32.76,99628.17
