,time,accx,accy,accz,gx,gy,gz,tetax,tetay,pressure
0,0.015633821487426758,7332.0,-7916.0,-9664.0,-922.0,-1050.0,440.0,-142.08,-30.05,99657.34
1,0.015633821487426758,8864.0,-7904.0,-10308.0,778.0,551.0,393.0,-142.02,-30.4,99647.21
2,0.015633821487426758,9080.0,-7780.0,-12628.0,170.0,331.0,-34.0,-142.46,-30.5,99643.03
3,0.03125572204589844,8560.0,-8460.0,-10756.0,-655.0,-62.0,-303.0,-142.51,-30.58,99658.35
4,0.03125572204589844,8228.0,-8296.0,-10292.0,-97.0,388.0,49.0,-142.44,-30.7,99664.37
5,0.03125572204589844,8616.0,-8048.0,-11496.0,145.0,63.0,209.0,-142.61,-30.75,99654.39
6,0.03125572204589844,8576.0,-8100.0,-11164.0,-117.0,80.0,58.0,-142.74,-30.83,99660.14
7,0.03125572204589844,8612.0,-8012.0,-10872.0,-26.0,184.0,51.0,-142.82,-30.96,99659.46
8,0.046878814697265625,8584.0,-8012.0,-11256.0,-118.0,285.0,-131.0,-142.98,-31.05,99656.87
9,0.046878814697265625,8400.0,-8240.0,-11104.0,-35.0,113.0,19.0,-143.03,-31.06,99662.82
10,0.046878814697265625,8464.0,-8116.0,-11088.0,1.0,109.0,154.0,-143.1,-31.11,99665.21
11,0.046878814697265625,8592.0,-7888.0,-11136.0,-67.0,114.0,58.0,-143.24,-31.19,99638.85
12,0.046878814697265625,8572.0,-8052.0,-11064.0,-81.0,152.0,-61.0,-143.32,-31.26,99637.9
13,0.06250286102294922,8456.0,-8148.0,-11048.0,-114.0,195.0,-66.0,-143.38,-31.3,99641.23
14,0.06250286102294922,8496.0,-8188.0,-11136.0,-42.0,129.0,114.0,-143.42,-31.33,99679.51
15,0.06250286102294922,8508.0,-8016.0,-11116.0,-35.0,68.0,72.0,-143.5,-31.36,99648.02
16,0.06250286102294922,8556.0,-8052.0,-11064.0,-53.0,138.0,5.0,-143.56,-31.42,99647.96
17,0.07812643051147461,8600.0,-8080.0,-11196.0,-134.0,177.0,-23.0,-143.64,-31.47,99649.44
18,0.07812643051147461,8384.0,-8140.0,-11136.0,-110.0,141.0,-23.0,-143.7,-31.46,99662.0
