f1_score_1_trial1,0.29255566000938416,0.4329829812049866,0.49715542793273926,0.6330960392951965,0.6933120489120483,0.8327172994613647,0.7732648849487305,0.8871074318885803,0.877801239490509,0.9659044742584229,0.9479009509086609,0.9563190937042236,0.9304623007774353,0.9915156364440918,0.9830459952354431,0.9830068945884705,0.9915156364440918,0.9915156364440918,0.9915156364440918,0.9915156364440918,
f1_score_2_trial1,0.2151806354522705,0.3345496952533722,0.42001089453697205,0.4842997193336487,0.6425924897193909,0.6289529800415039,0.71724933385849,0.7508898973464966,0.7751749157905579,0.8475174307823181,0.8718305230140686,0.8705235123634338,0.9318906664848328,0.9573699831962585,0.9661676287651062,0.9579330682754517,0.9660137891769409,0.9830965995788574,0.9916083812713623,0.9831618070602417,
f1_score_3_trial1,0.2338806390762329,0.5096419453620911,0.5643261671066284,0.6943180561065674,0.827462375164032,0.8027926087379456,0.8809068202972412,0.8879156708717346,0.9581875801086426,0.9832561016082764,0.9663270711898804,0.9833147525787354,0.9831527471542358,1.0,0.9916643500328064,0.9914863109588623,0.9742714762687683,0.9915156364440918,0.955923318862915,0.9654017686843872,
f1_score_4_trial1,0.17509445548057556,0.3059846758842468,0.5139082670211792,0.3833906054496765,0.580830454826355,0.6318798661231995,0.6618677377700806,0.7859736084938049,0.7667942047119141,0.8692296743392944,0.9127763509750366,0.8735886812210083,0.9402813911437988,0.9745428562164307,0.9745428562164307,0.9827171564102173,0.9912281036376953,0.9912281036376953,0.9737747311592102,0.9912281036376953,
f1_score_5_trial1,0.20882685482501984,0.4315042793750763,0.46837472915649414,0.6314016580581665,0.7047863006591797,0.7476102113723755,0.8047982454299927,0.8782795071601868,0.9561454057693481,0.9560503363609314,0.9736505746841431,0.9661166667938232,0.9647963047027588,0.9828304052352905,0.9734668135643005,0.9908970594406128,0.9818121790885925,0.9908970594406128,0.9908970594406128,0.9908970594406128,
average_trial1,0.2251076489686966,0.4029327154159546,0.4927550971508026,0.5653012156486511,0.6897967338562012,0.7287905931472778,0.767617404460907,0.8380332231521607,0.8668206691741943,0.9243916034698486,0.9344970941543579,0.9299725413322448,0.9501166820526123,0.9812517762184143,0.9777775287628174,0.9812080979347229,0.9809682369232178,0.9896506071090698,0.9807438254356384,0.9844408750534057,
std_trial1,0.038706921672889354,0.07373109562776997,0.047906907474052456,0.1142483822467311,0.08159750483895577,0.08484158724341262,0.07479135679073831,0.0580007976512479,0.08348848017786246,0.0550328988919597,0.03774836598930078,0.04808171555657094,0.020601399042770672,0.014660726017600132,0.008768531164564872,0.012220945712637429,0.009856032170091395,0.0032849299006128046,0.01415474809545911,0.010019227751619328,

val_f1_score_1_trial1,0.25961536169052124,0.37159091234207153,0.5823863744735718,0.9117646813392639,0.9117646813392639,0.9653679728507996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
val_f1_score_2_trial1,0.3426501154899597,0.3540304899215698,0.3842105269432068,0.586517333984375,0.7067461013793945,0.7897117137908936,0.8905520439147949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9590643644332886,0.9523809552192688,1.0,1.0,1.0,1.0,
val_f1_score_3_trial1,0.5520833730697632,0.5912280678749084,0.7129063606262207,0.6641025543212891,0.8301739692687988,0.9301659464836121,0.9301659464836121,0.9301659464836121,0.9301659464836121,0.9301659464836121,0.9660633206367493,0.9660633206367493,0.9660633206367493,0.9660633206367493,0.9660633206367493,0.9660633206367493,0.9660633206367493,0.930555522441864,0.930555522441864,0.9660633206367493,
val_f1_score_4_trial1,0.19882354140281677,0.33413463830947876,0.22823530435562134,0.33413463830947876,0.63422691822052,0.7562500238418579,0.8051136136054993,0.7134503126144409,0.964102566242218,0.8444445133209229,1.0,0.892307698726654,1.0,1.0,0.964102566242218,1.0,1.0,1.0,1.0,1.0,
val_f1_score_5_trial1,0.23523810505867004,0.4953216314315796,0.819940447807312,0.7479532361030579,0.9555555582046509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
average_trial1,0.3176820993423462,0.42926114797592163,0.5455358028411865,0.6488944888114929,0.8076934456825257,0.8882991313934326,0.9251663208007812,0.9287232518196106,0.978853702545166,0.9549220919609069,0.9932126641273499,0.9716742038726807,0.9932126641273499,0.9932126641273499,0.9778460502624512,0.9836888551712036,0.9932126641273499,0.9861111044883728,0.9861111044883728,0.9932126641273499,
std_trial1,0.1263831270113381,0.09862234173516113,0.21511588895506525,0.190845137073748,0.12122739197303603,0.09728922478007772,0.07326111657790568,0.11098256098634429,0.028034233717662015,0.06150482176315878,0.013574671745300294,0.0418032925222904,0.013574671745300294,0.013574671745300294,0.018232184570039018,0.020440178100513295,0.013574671745300294,0.027777791023254395,0.027777791023254395,0.013574671745300294,

