trial,HP_H_UNITS,HP_FILTERS,HP_KERNEL,HP_POOL,HP_EPOCHS,HP_BATCH,HP_LR,HP_L2_LAMBDA,HP_LSTM_UNITS
1,64,100,3,5,300,64,0.001,0.001,128
